,#SYM,CUR,NAME,CON,ISIN,REBATERATE,FEERATE,AVAILABLE
628,4763,JPY,CREEK &amp; RIVER CO LTD,131087496,JP3269700005,-4.8282,4.752,25000
629,4765,JPY,MORNINGSTAR JAPAN KK,131084477,JP3922100007,-5.4202,5.344,95000
630,4767,JPY,TOW CO LTD,44994053,JP3538450002,-0.9752,0.899,100000
631,4768,JPY,OTSUKA CORP,14015832,JP3188200004,-1.0192,0.943,2100000
632,4776,JPY,CYBOZU INC,90238283,JP3312100005,-0.9772,0.901,300000
633,4779,JPY,SOFTBRAIN CO LTD,71678370,JP3436170009,-3.8772,3.801,50000
634,4792,JPY,YAMADA CONSULTING GROUP CO L,131094420,JP3588100002,-4.8102,4.734,20000
635,4801,JPY,CENTRAL SPORTS CO LTD,103502412,JP3425600008,-1.0032,0.927,55000
636,4809,JPY,PARACA INC,129106701,JP3781700004,-1.8562,1.78,10000
637,4812,JPY,INFO SERVICES INTL DENTSU,14015844,JP3551530003,-1.0552,0.979,350000
638,4813,JPY,ACCESS CO LTD,39931116,JP3108060009,-3.1872,3.111,65000
639,4816,JPY,TOEI ANIMATION CO LTD,131082885,JP3560200002,-1.0192,0.943,100000
640,4819,JPY,DIGITAL GARAGE INC,131082062,JP3549070005,-1.0262,0.95,1000000
641,4820,JPY,EM SYSTEMS CO LTD,103948275,JP3130200003,-2.6732,2.597,15000
642,4825,JPY,WEATHERNEWS INC,110615227,JP3154500007,-2.5552,2.479,10000
643,4826,JPY,COMPUTER INSTITUTE OF JAPAN,129106707,JP3346170008,-0.9752,0.899,150000
644,4839,JPY,WOWOW INC,78385821,JP3990770004,-2.1692,2.093,7000
645,4845,JPY,SCALA INC,131093770,JP3548520000,-2.3952,2.319,55000
646,4847,JPY,INTELLIGENT WAVE INC,131094434,JP3153100007,-5.0772,5.001,100000
647,4848,JPY,FULLCAST HOLDINGS CO LTD,44480780,JP3827800008,-0.9802,0.904,300000
648,4849,JPY,EN-JAPAN INC,131087615,JP3168700007,-1.3512,1.275,1000000
649,4901,JPY,FUJIFILM HOLDINGS CORP,13905493,JP3814000000,-1.0572,0.981,5200000
650,4902,JPY,KONICA MINOLTA INC,13905498,JP3300600008,-2.9263,2.8501,9500000
651,4911,JPY,SHISEIDO CO LTD,13905503,JP3351600006,-1.0887,1.0125,3800000
652,4912,JPY,LION CORP,14015851,JP3965400009,-1.0887,1.0125,3600000
653,4914,JPY,TAKASAGO INTERNATIONAL CORP,14015854,JP3454400007,-1.0072,0.931,300000
654,4917,JPY,MANDOM CORP,45991295,JP3879400004,-1.3512,1.275,1000000
655,4919,JPY,MILBON CO LTD,14015856,JP3910650005,-1.0102,0.934,500000
656,4921,JPY,FANCL CORP,14015861,JP3802670004,-1.3512,1.275,1200000
657,4922,JPY,KOSE CORP,14015866,JP3283650004,-1.0022,0.926,400000
658,4923,JPY,COTA CO LTD,131081660,JP3298900006,-0.9732,0.897,30000
659,4925,JPY,HABA LABORATORIES INC,131084520,JP3765130004,-5.2912,5.215,5000
660,4927,JPY,POLA ORBIS HOLDINGS INC,81740055,JP3855900001,-1.0392,0.963,2000000
661,4928,JPY,NOEVIR HOLDING CO,85584278,JP3760450001,-1.0682,0.992,150000
662,4951,JPY,ST CORP,14015871,JP3162800001,-1.0802,1.004,90000
663,4956,JPY,KONISHI CO LTD,14015872,JP3300800004,-1.0402,0.964,550000
664,4958,JPY,T HASEGAWA CO LTD,14015877,JP3768500005,-1.2172,1.141,200000
665,4963,JPY,SEIKO PMC CORP,14031187,JP3746900004,-5.6952,5.619,20000
666,4966,JPY,C UYEMURA &amp; CO LTD,131081999,JP3155350006,-5.8262,5.75,50000
667,4967,JPY,KOBAYASHI PHARMACEUTICAL CO,14015882,JP3301100008,-1.0887,1.0125,800000
668,4968,JPY,ARAKAWA CHEMICAL INDUSTRIES,14031190,JP3125000004,-1.0182,0.942,350000
669,4971,JPY,MEC CO LTD,49939782,JP3920890005,-3.9742,3.898,60000
670,4974,JPY,TAKARA BIO INC,49939794,JP3460200003,-0.9932,0.917,1200000
671,4975,JPY,JCU CORP,37448839,JP3166200000,-1.0052,0.929,200000
672,4977,JPY,NITTA GELATIN INC,99294915,JP3679870000,-3.5612,3.485,70000
673,4980,JPY,DEXERIALS CORP,198163430,JP3548770001,-1.0492,0.973,600000
674,4985,JPY,EARTH CORP,37075147,JP3100190002,-0.9332,0.857,30000
675,4987,JPY,TERAOKA SEISAKUSHO CO LTD,14031193,JP3546000005,-10.4439,10.3677,40000
676,4992,JPY,HOKKO CHEMICAL INDUSTRY CO,14015889,JP3851000004,-1.2352,1.159,400000
677,4994,JPY,TAISEI LAMICK CO LTD,49939799,JP3444900009,-1.0652,0.989,150000
678,4996,JPY,KUMIAI CHEMICAL INDUSTRY CO,14015892,JP3267600009,-1.1592,1.083,2300000
679,4997,JPY,NIHON NOHYAKU CO LTD,14015899,JP3741800001,-1.4722,1.396,250000
680,5008,JPY,TOA OIL CO LTD,14031210,JP3556800005,-4.2472,4.171,45000
681,5011,JPY,NICHIREKI CO LTD,14015911,JP3665600007,-1.0102,0.934,450000
682,5013,JPY,YUSHIRO CHEMICAL INDUSTRY CO,14031217,JP3948400001,-1.0262,0.95,100000
683,5015,JPY,BP CASTROL KK,14031220,JP3836500003,-1.1332,1.057,15000
684,5017,JPY,FUJI OIL CO LTD,45991296,JP3160300004,-1.0442,0.968,600000
685,5019,JPY,IDEMITSU KOSAN CO LTD,41532243,JP3142500002,-1.0732,0.997,3000000
686,5020,JPY,JXTG HOLDINGS INC,73953273,JP3386450005,-3.1888,3.1126,>10000000
687,5021,JPY,COSMO ENERGY HOLDINGS CO LTD,205624381,JP3298000005,-1.3512,1.275,1100000
688,5101,JPY,YOKOHAMA RUBBER CO LTD,13905516,JP3955800002,-0.9342,0.858,3000000
689,5105,JPY,TOYO TIRE CORP,14015917,JP3610600003,-1.0392,0.963,2500000
690,5108,JPY,BRIDGESTONE CORP,13905522,JP3830800003,-0.9522,0.876,6700000
691,5110,JPY,SUMITOMO RUBBER INDUSTRIES,14015926,JP3404200002,-0.9932,0.917,4700000
692,5121,JPY,FUJIKURA COMPOSITES INC,14031236,JP3811600000,-1.4512,1.375,200000
693,5122,JPY,OKAMOTO INDUSTRIES INC,14015929,JP3192800005,-1.0887,1.0125,100000
694,5142,JPY,ACHILLES CORP,14015932,JP3108000005,-0.9542,0.878,200000
695,5161,JPY,NISHIKAWA RUBBER CO LTD,14031246,JP3657550004,-7.1542,7.078,25000
696,5184,JPY,NICHIRIN CO LTD,131086280,JP3665000000,-1.8772,1.801,100000
697,5185,JPY,FUKOKU CO LTD,47416884,JP3807000009,-0.9802,0.904,100000
698,5186,JPY,NITTA CORP,14015937,JP3679850002,-1.0192,0.943,350000
699,5187,JPY,CREATE MEDIC CO LTD,14031248,JP3269800003,-0.9852,0.909,25000
700,5191,JPY,SUMITOMO RIKO COMPANY LTD,14015940,JP3564200008,-0.9852,0.909,500000
701,5192,JPY,MITSUBOSHI BELTING LTD,14015947,JP3904000001,-0.9632,0.887,400000
702,5194,JPY,SAGAMI RUBBER INDUSTRIES CO,14031263,JP3316000003,-8.9973,8.9211,65000
703,5195,JPY,BANDO CHEMICAL INDUSTRIES,14015950,JP3779000003,-1.5112,1.435,1300000
704,5201,JPY,AGC INC,13905527,JP3112000009,-1.3512,1.275,3300000
705,5202,JPY,NIPPON SHEET GLASS CO LTD,13905528,JP3686800008,-1.0887,1.0125,1400000
706,5204,JPY,ISHIZUKA GLASS CO LTD,14015957,JP3136000001,-4.2982,4.222,15000
707,5208,JPY,ARISAWA MFG CO LTD,14031267,JP3126000003,-1.1908,1.1146,350000
708,5210,JPY,NIHON YAMAMURA GLASS CO LTD,14015962,JP3752800007,-1.0392,0.963,200000
709,5214,JPY,NIPPON ELECTRIC GLASS CO LTD,14015971,JP3733400000,-1.0887,1.0125,2400000
710,5218,JPY,OHARA INC,36518186,JP3197630001,-6.8062,6.73,15000
711,5232,JPY,SUMITOMO OSAKA CEMENT CO LTD,13905533,JP3400900001,-1.3378,1.2616,500000
712,5233,JPY,TAIHEIYO CEMENT CORP,13905538,JP3449020001,-1.2262,1.15,2300000
713,5237,JPY,NOZAWA CORP,131084105,JP3761400005,-3.8262,3.75,45000
714,5262,JPY,NIPPON HUME CORP,14015980,JP3745800007,-0.9842,0.908,200000
715,5269,JPY,NIPPON CONCRETE INDUSTRIES,14015986,JP3708400001,-1.0822,1.006,350000
716,5273,JPY,MITANI SEKISAN CO LTD,131081807,JP3887600009,-1.0102,0.934,15000
717,5282,JPY,GEOSTR CORP,14031293,JP3386250009,-1.1582,1.082,100000
718,5288,JPY,ASIA PILE HOLDINGS CORP,112131170,JP3389640008,-0.9882,0.912,350000
719,5290,JPY,VERTEX CORP-JAPAN,332261995,JP3835790001,-7.4482,7.372,10000
720,5301,JPY,TOKAI CARBON CO LTD,13905543,JP3560800009,-13.8027,13.7265,250000
721,5302,JPY,NIPPON CARBON CO LTD,14015991,JP3690400001,-12.1312,12.055,4000
722,5304,JPY,SEC CARBON LTD,131082735,JP3161600006,-6.8312,6.755,2000
723,5310,JPY,TOYO TANSO CO LTD,38692873,JP3616000000,-0.9792,0.903,150000
724,5331,JPY,NORITAKE CO LTD,14015992,JP3763000001,-0.9642,0.888,250000
725,5332,JPY,TOTO LTD,13905544,JP3596200000,-1.0887,1.0125,1400000
726,5333,JPY,NGK INSULATORS LTD,13905549,JP3695200000,-1.0887,1.0125,4400000
727,5334,JPY,NGK SPARK PLUG CO LTD,14015997,JP3738600000,-1.0062,0.93,3200000
728,5344,JPY,MARUWA CO LTD,14016004,JP3879250003,-1.0887,1.0125,100000
729,5351,JPY,SHINAGAWA REFRACTORIES CO,14016011,JP3353200003,-0.9792,0.903,90000
730,5352,JPY,KROSAKI HARIMA CORP,14016014,JP3272400007,-1.0887,1.0125,100000
731,5357,JPY,YOTAI REFRACTORIES CO LTD,131082594,JP3953600008,-1.3182,1.242,100000
732,5363,JPY,TYK CORP,14016016,JP3589400005,-2.8302,2.754,150000
733,5384,JPY,FUJIMI INC,43169186,JP3820900003,-1.8042,1.728,100000
734,5388,JPY,KUNIMINE INDUSTRIES CO LTD,131086064,JP3266200009,-3.7962,3.72,20000
735,5393,JPY,NICHIAS CORP,14016026,JP3660400007,-1.0887,1.0125,1400000
736,5401,JPY,NIPPON STEEL CORP,13905555,JP3381000003,-1.2062,1.13,9200000
737,5406,JPY,KOBE STEEL LTD,13905568,JP3289800009,-1.0887,1.0125,6700000
738,5408,JPY,NAKAYAMA STEEL WORKS LTD,14016035,JP3646400006,-0.9692,0.893,300000
739,5410,JPY,GODO STEEL LTD,14016038,JP3307800007,-1.0572,0.981,100000
740,5411,JPY,JFE HOLDINGS INC,16003230,JP3386030005,-1.0482,0.972,6600000
741,5423,JPY,TOKYO STEEL MFG CO LTD,14016041,JP3579800008,-1.3512,1.275,4000000
742,5440,JPY,KYOEI STEEL LTD,47416899,JP3247400009,-2.0022,1.926,350000
743,5444,JPY,YAMATO KOGYO CO LTD,14016044,JP3940400009,-1.0632,0.987,1400000
744,5445,JPY,TOKYO TEKKO CO LTD,112131187,JP3584600005,-0.9752,0.899,90000
745,5449,JPY,OSAKA STEEL CO LTD,14016055,JP3184600009,-1.0442,0.968,150000
746,5451,JPY,YODOGAWA STEEL WORKS LTD,14016056,JP3959400007,-1.0652,0.989,500000
747,5463,JPY,MARUICHI STEEL TUBE LTD,14016074,JP3871200006,-1.0887,1.0125,950000
748,5464,JPY,MORY INDUSTRIES INC,14016079,JP3924000007,-0.9862,0.91,55000
749,5471,JPY,DAIDO STEEL CO LTD,14016081,JP3491000000,-1.3512,1.275,700000
750,5476,JPY,NIPPON KOSHUHA STEEL CO LTD,14016084,JP3706400003,-2.1002,2.024,50000
751,5481,JPY,SANYO SPECIAL STEEL CO LTD,14016098,JP3342000001,-1.0887,1.0125,450000
752,5482,JPY,AICHI STEEL CORP,14016103,JP3103600007,-1.0102,0.934,200000
753,5486,JPY,HITACHI METALS LTD,14016104,JP3786200000,-1.0653,0.9891,4800000
754,5491,JPY,NIPPON KINZOKU CO LTD,14016109,JP3698000001,-2.2982,2.222,45000
755,5541,JPY,PACIFIC METALS CO LTD,14016115,JP3448000004,-2.4013,2.3251,100000
756,5602,JPY,KURIMOTO LTD,14016124,JP3270800000,-1.0102,0.934,100000
757,5631,JPY,JAPAN STEEL WORKS LTD,13905573,JP3721400004,-1.0887,1.0125,1900000
758,5632,JPY,MITSUBISHI STEEL MFG CO LTD,14016137,JP3900800008,-1.0082,0.932,100000
759,5658,JPY,NICHIA STEEL WORKS LTD,14016146,JP3660000005,-1.0072,0.931,150000
760,5659,JPY,NIPPON SEISEN CO LTD,14016151,JP3721800005,-1.0887,1.0125,35000
761,5702,JPY,DAIKI ALUMINIUM INDUSTRY CO,131085385,JP3480600000,-1.4382,1.362,300000
762,5703,JPY,NIPPON LIGHT METAL HOLDINGS,114693044,JP3700200003,-0.9802,0.904,2600000
763,5706,JPY,MITSUI MINING &amp; SMELTING CO,13905583,JP3888400003,-1.3274,1.2512,1100000
764,5707,JPY,TOHO ZINC CO LTD,13905585,JP3599000001,-0.9952,0.919,200000
765,5711,JPY,MITSUBISHI MATERIALS CORP,13905588,JP3903000002,-1.0402,0.964,2200000
766,5713,JPY,SUMITOMO METAL MINING CO LTD,13905595,JP3402600005,-1.0012,0.925,3300000
767,5714,JPY,DOWA HOLDINGS CO LTD,13905598,JP3638600001,-1.3512,1.275,1400000
768,5715,JPY,FURUKAWA CO LTD,13905603,JP3826800009,-1.0887,1.0125,850000
769,5726,JPY,OSAKA TITANIUM TECHNOLOGIES,39948420,JP3407200009,-4.5013,4.4251,400000
770,5727,JPY,TOHO TITANIUM CO LTD,14031360,JP3601800000,-2.2282,2.152,600000
771,5741,JPY,UACJ CORP,37082738,JP3826900007,-1.7742,1.698,300000
772,5757,JPY,CK-SAN-ETSU CO LTD,271142485,JP3325100000,-5.8312,5.755,8000
773,5801,JPY,FURUKAWA ELECTRIC CO LTD,13905606,JP3827200001,-1.3512,1.275,1300000
774,5802,JPY,SUMITOMO ELECTRIC INDUSTRIES,13905609,JP3407400005,-1.3512,1.275,9400000
775,5803,JPY,FUJIKURA LTD,13905612,JP3811000003,-1.0887,1.0125,5800000
776,5805,JPY,SWCC SHOWA HOLDINGS CO LTD,14016174,JP3368400002,-0.9552,0.879,250000
777,5809,JPY,TATSUTA ELEC WIRE &amp; CABLE,14016181,JP3467400002,-1.3512,1.275,1100000
778,5821,JPY,HIRAKAWA HEWTECH CORP,39106399,JP3795080005,-2.1387,2.0625,35000
779,5851,JPY,RYOBI LIMITED,14016199,JP3975800008,-1.0312,0.955,750000
780,5852,JPY,AHRESTY CORP,14031387,JP3100600000,-1.0012,0.925,300000
781,5857,JPY,ASAHI HOLDINGS INC,72432042,JP3116700000,-1.0822,1.006,1000000
782,5901,JPY,TOYO SEIKAN GROUP HOLDINGS L,13905618,JP3613400005,-1.0032,0.927,3700000
783,5902,JPY,HOKKAN HOLDINGS LTD,14016200,JP3846600009,-1.0522,0.976,85000
784,5909,JPY,CORONA CORP,14031411,JP3305950002,-1.8762,1.8,300000
785,5911,JPY,YOKOGAWA BRIDGE HOLDINGS COR,14016205,JP3955200005,-0.9832,0.907,800000
786,5912,JPY,OSJB HOLDINGS CORP,14016211,JP3697600009,-0.9522,0.876,1800000
787,5915,JPY,KOMAIHALTEC INC,112131175,JP3302600006,-1.1012,1.025,25000
788,5929,JPY,SANWA HOLDINGS CORP,14016239,JP3344400001,-1.3512,1.275,3800000
789,5930,JPY,BUNKA SHUTTER CO LTD,14016241,JP3831600006,-1.1112,1.035,1800000
790,5932,JPY,SANKYO TATEYAMA INC,118048465,JP3326800004,-0.9652,0.889,600000
791,5933,JPY,ALINCO INC,37852200,JP3126100001,-3.1122,3.036,90000
792,5938,JPY,LIXIL GROUP CORP,14016256,JP3626800001,-1.0182,0.942,3800000
793,5942,JPY,NIPPON FILCON CO LTD,14016261,JP3748600008,-0.9952,0.919,50000
794,5943,JPY,NORITZ CORP,14016266,JP3759400009,-1.0502,0.974,800000
795,5946,JPY,CHOFU SEISAKUSHO CO LTD,14016273,JP3527800001,-1.0252,0.949,250000
796,5947,JPY,RINNAI CORP,14016276,JP3977400005,-1.0442,0.968,950000
797,5949,JPY,UNIPRES CORP,47416908,JP3952550006,-1.0422,0.966,1400000
798,5951,JPY,DAINICHI CO LTD,14031435,JP3492000009,-0.9652,0.889,85000
799,5957,JPY,NITTO SEIKO CO LTD,14016283,JP3682800002,-1.0402,0.964,250000
800,5958,JPY,SANYO INDUSTRIES LTD,14016286,JP3338000007,-2.3912,2.315,10000
801,5959,JPY,OKABE CO LTD,14016290,JP3192000002,-1.3512,1.275,500000
802,5970,JPY,G-TEKT CORP,131081690,JP3236750000,-0.9532,0.877,300000
803,5975,JPY,TOPRE CORP,14016307,JP3598200008,-1.0862,1.01,750000
804,5976,JPY,NETUREN CO LTD,14016310,JP3288200003,-0.9702,0.894,500000
805,5981,JPY,TOKYO ROPE MFG CO LTD,14016313,JP3579400007,-2.3262,2.25,75000
806,5982,JPY,MARUZEN CO LTD,14031455,JP3875610002,-3.3262,3.25,35000
807,5985,JPY,SUNCALL CORP,131085024,JP3330600002,-1.4552,1.379,100000
808,5988,JPY,PIOLAX INC,14031459,JP3780400002,-1.0862,1.01,500000
809,5989,JPY,H-ONE CO LTD,131084666,JP3795200009,-3.3262,3.25,200000
810,5991,JPY,NHK SPRING CO LTD,14016316,JP3742600004,-1.6137,1.5375,3500000
811,5992,JPY,CHUO SPRING CO LTD,14016321,JP3517800003,-1.0512,0.975,20000
812,6005,JPY,MIURA CO LTD,14016324,JP3880800002,-1.3512,1.275,1200000
813,6013,JPY,TAKUMA CO LTD,14016331,JP3462600002,-1.0032,0.927,1000000
814,6023,JPY,DAIHATSU DIESEL MFG CO LTD,131085254,JP3497000004,-1.1952,1.119,80000
815,6027,JPY,BENGO4.COM INC,173246145,JP3835870001,-13.8871,13.8109,25000
816,6028,JPY,TECHNOPRO HOLDINGS INC,173424384,JP3545240008,-1.0682,0.992,1000000
817,6035,JPY,IR JAPAN HOLDINGS LTD,179254914,JP3100640006,-2.1387,2.0625,15000
818,6037,JPY,FIRSTLOGIC INC,180235469,JP3802340004,-7.5462,7.47,85000
819,6047,JPY,GUNOSY INC,188619457,JP3273820005,-7.3992,7.323,25000
820,6050,JPY,E-GUARDIAN INC,81540299,JP3130230000,-3.9332,3.857,40000
821,6055,JPY,JAPAN MATERIAL CO LTD,98785550,JP3389680004,-1.5552,1.479,450000
822,6058,JPY,VECTOR INC,105094301,JP3835500004,-2.6932,2.617,100000
823,6062,JPY,CHARM CARE CORP,131084430,JP3512740006,-3.3522,3.276,10000
824,6071,JPY,IBJ INC,131085824,JP3104960004,-2.5762,2.5,20000
825,6073,JPY,ASANTE INC,124670037,JP3117350003,-1.0822,1.006,30000
826,6077,JPY,N FIELD CO LTD,132138908,JP3165850003,-4.9652,4.889,300000
827,6078,JPY,VALUE HR CO LTD,134127969,JP3778410005,-3.9842,3.908,6000
828,6080,JPY,M&amp;A CAPITAL PARTNERS CO LTD,136480991,JP3167320005,-5.1162,5.04,55000
829,6082,JPY,RIDE ON EXPRESS HOLDINGS CO,137536397,JP3966000006,-4.9892,4.913,20000
830,6087,JPY,ABIST CO LTD,138396590,JP3122480001,-1.6422,1.566,7000
831,6088,JPY,SIGMAXYZ INC,138438428,JP3348950001,-2.9052,2.829,35000
832,6089,JPY,WILL GROUP INC,138436424,JP3154160000,-3.9763,3.9001,45000
833,6098,JPY,RECRUIT HOLDINGS CO LTD,166623148,JP3970300004,-1.0362,0.96,>10000000
834,6099,JPY,ELAN CORP,169350310,JP3167680002,-3.8622,3.786,75000
835,6101,JPY,TSUGAMI CORP,14016336,JP3531800005,-1.3512,1.275,100000
836,6103,JPY,OKUMA CORP,13905623,JP3172100004,-1.0002,0.924,350000
837,6104,JPY,TOSHIBA MACHINE CO LTD,14016341,JP3592600005,-4.5013,4.4251,300000
838,6113,JPY,AMADA HOLDINGS CO LTD,14016355,JP3122800000,-1.3512,1.275,6600000
839,6118,JPY,AIDA ENGINEERING LTD,14016358,JP3102400003,-1.0887,1.0125,1700000
840,6121,JPY,TAKISAWA MACHINE TOOL CO LTD,14031496,JP3461800009,-1.0322,0.956,60000
841,6134,JPY,FUJI CORP-AICHI,166263037,JP3809200003,-0.9902,0.914,1500000
842,6135,JPY,MAKINO MILLING MACHINE CO,14016361,JP3862800004,-1.3512,1.275,1000000
843,6136,JPY,OSG CORP,14016364,JP3170800001,-1.3512,1.275,1900000
844,6140,JPY,ASAHI DIAMOND INDUSTRIAL CO,14016376,JP3114400009,-0.9722,0.896,1200000
845,6141,JPY,DMG MORI CO LTD,14016381,JP3924800000,-1.0672,0.991,2800000
846,6143,JPY,SODICK CO LTD,14031516,JP3434200006,-1.0302,0.954,750000
847,6146,JPY,DISCO CORP,14016386,JP3548600000,-2.1387,2.0625,350000
848,6151,JPY,NITTO KOHKI CO LTD,14016391,JP3682300003,-1.0052,0.929,200000
849,6157,JPY,NS TOOL CO LTD,131082910,JP3675320000,-1.5992,1.523,10000
850,6165,JPY,PUNCH INDUSTRY CO LTD,118995929,JP3782950004,-0.9752,0.899,100000
851,6178,JPY,JAPAN POST HOLDINGS CO LTD,206408205,JP3752900005,-1.3862,1.31,>10000000
852,6183,JPY,BELLSYSTEM24 HOLDINGS INC,209744739,JP3835760004,-1.1872,1.111,300000
853,6184,JPY,KAMAKURA SHINSHO LTD,211528392,JP3218950008,-14.2216,14.1454,95000
854,6187,JPY,LITALICO INC,221715140,JP3974460002,-6.7392,6.663,30000
855,6191,JPY,EVOLABLE ASIA CORP,224110868,JP3167240005,-8.2162,8.14,10000
856,6194,JPY,ATRAE INC,233462441,JP3121890002,-8.5957,8.5195,90000
857,6196,JPY,STRIKE CO LTD,233883860,JP3399780000,-6.8402,6.764,40000
858,6197,JPY,SOLASTO CORP,233938783,JP3436250009,-1.1672,1.091,400000
859,6201,JPY,TOYOTA INDUSTRIES CORP,14016392,JP3634600005,-1.0887,1.0125,1800000
860,6203,JPY,HOWA MACHINERY LTD,14016397,JP3840600005,-4.5013,4.4251,65000
861,6205,JPY,OKK CORP,14016403,JP3180800009,-1.2072,1.131,50000
862,6210,JPY,TOYO MACHINERY &amp; METAL CO,131083121,JP3609000009,-1.6137,1.5375,200000
863,6217,JPY,TSUDAKOMA CORP,14016426,JP3533000000,-7.0252,6.949,20000
864,6222,JPY,SHIMA SEIKI MFG LTD,14016433,JP3356500003,-1.6137,1.5375,250000
865,6235,JPY,OPTORUN CO LTD,296314007,JP3197760006,-2.4612,2.385,55000
866,6237,JPY,IWAKI CO LTD,222616200,JP3150100000,-6.4902,6.414,25000
867,6238,JPY,FURYU CORP,212550984,JP3826770004,-1.8352,1.759,100000
868,6245,JPY,HIRANO TECSEED CO (KINZOKU),64925265,JP3795800006,-6.8262,6.75,35000
869,6247,JPY,HISAKA WORKS LTD,14016443,JP3784200002,-0.9972,0.921,450000
870,6250,JPY,YAMABIKO CORP,112131203,JP3943000004,-0.9552,0.879,400000
871,6256,JPY,NUFLARE TECHNOLOGY INC,131093698,JP3756350009,-3.0722,2.996,150000
872,6258,JPY,HIRATA CORP,131083930,JP3795300007,-7.6022,7.526,55000
873,6262,JPY,PEGASUS SEWING MACHINE MFG,38190827,JP3836300008,-1.9712,1.895,150000
874,6268,JPY,NABTESCO CORP,46013387,JP3651210001,-1.0582,0.982,2900000
875,6269,JPY,MODEC INC,47416920,JP3888250002,-1.0052,0.929,500000
876,6271,JPY,NISSEI CORP,47416925,JP3678400007,-2.9502,2.874,20000
877,6272,JPY,RHEON AUTOMATIC MACHINERY,14016446,JP3979400003,-1.0812,1.005,150000
878,6273,JPY,SMC CORPORATION,14016451,JP3162600005,-1.3512,1.275,700000
879,6277,JPY,HOSOKAWA MICRON CORP,14016457,JP3846000002,-1.0752,0.999,150000
880,6278,JPY,UNION TOOL CO,14016460,JP3950600001,-0.9832,0.907,150000
881,6282,JPY,OILES CORP,14016466,JP3174200000,-0.9562,0.88,200000
882,6284,JPY,NISSEI ASB MACHINE CO LTD,122259466,JP3678200001,-2.5142,2.438,90000
883,6287,JPY,SATO HOLDINGS CORP,14016471,JP3321400008,-1.0887,1.0125,450000
884,6289,JPY,GIKEN LTD,131081542,JP3264200001,-1.8712,1.795,40000
885,6293,JPY,NISSEI PLASTIC INDUSTRIAL CO,14016472,JP3679000004,-0.9932,0.917,350000
886,6298,JPY,YAC HOLDINGS CO LTD,47416929,JP3990600003,-2.6572,2.581,65000
887,6301,JPY,KOMATSU LTD,13905624,JP3304200003,-1.0452,0.969,7800000
888,6302,JPY,SUMITOMO HEAVY INDUSTRIES,13905629,JP3405400007,-1.0862,1.01,2500000
889,6305,JPY,HITACHI CONSTRUCTION MACHINE,14016477,JP3787000003,-1.3512,1.275,2300000
890,6306,JPY,NIKKO CO LTD,14016481,JP3669200002,-0.9772,0.901,40000
891,6309,JPY,TOMOE ENGINEERING CO LTD,47416932,JP3631600008,-1.0032,0.927,100000
892,6310,JPY,ISEKI &amp; CO LTD,14016484,JP3139600005,-1.0422,0.966,200000
893,6315,JPY,TOWA CORPORATION,14016494,JP3555700008,-1.4162,1.34,150000
894,6316,JPY,MARUYAMA MFG CO INC,14016496,JP3878800006,-1.9022,1.826,70000
895,6317,JPY,KITAGAWA CORP,14016501,JP3237200005,-1.0102,0.934,150000
896,6319,JPY,SNT CORPORATION,14031547,JP3379600004,-1.0902,1.014,250000
897,6323,JPY,RORZE CORP,131083965,JP3982200002,-13.854,13.7778,65000
898,6324,JPY,HARMONIC DRIVE SYSTEMS INC,131085296,JP3765150002,-16.8851,16.8089,100000
899,6326,JPY,KUBOTA CORP,13905633,JP3266400005,-0.9452,0.869,>10000000
900,6328,JPY,EBARA JITSUGYO CO LTD,14031561,JP3165950001,-1.0392,0.963,30000
901,6330,JPY,TOYO ENGINEERING CORP,14016506,JP3607800004,-2.9662,2.89,100000
902,6331,JPY,MITSUBISHI KAKOKI KAISHA LTD,14016511,JP3896000001,-1.3522,1.276,40000
903,6332,JPY,TSUKISHIMA KIKAI CO LTD,14016515,JP3532200007,-1.0682,0.992,550000
904,6333,JPY,TEIKOKU ELECTRIC MFG CO LTD,46032736,JP3541800003,-1.0072,0.931,150000
905,6339,JPY,SINTOKOGIO LTD,14016521,JP3378200004,-0.9902,0.914,1100000
906,6340,JPY,SHIBUYA CORPORATION,14016524,JP3356000004,-0.9892,0.913,350000
907,6345,JPY,AICHI CORP.,14016530,JP3103200006,-0.9752,0.899,300000
908,6349,JPY,KOMORI CORP,14016535,JP3305800009,-1.0012,0.925,2100000
909,6351,JPY,TSURUMI MANUFACTURING CO LTD,14016536,JP3536200003,-1.0072,0.931,550000
910,6355,JPY,SUMITOMO PRECISION PRODUCTS,14016545,JP3405800008,-0.9802,0.904,30000
911,6357,JPY,SANSEI TECHNOLOGIES INC,61173781,JP3334800004,-5.5762,5.5,45000
912,6358,JPY,SAKAI HEAVY INDUSTRIES LTD,14016548,JP3313200002,-1.2912,1.215,50000
913,6361,JPY,EBARA CORP,13905636,JP3166000004,-1.0887,1.0125,2000000
914,6363,JPY,TORISHIMA PUMP MFG CO LTD,14016558,JP3636600003,-1.0242,0.948,250000
915,6364,JPY,HOKUETSU INDUSTRIES CO LTD,14031595,JP3841400009,-1.0887,1.0125,150000
916,6365,JPY,DMW CORP,14031598,JP3550800001,-5.8262,5.75,9000
917,6366,JPY,CHIYODA CORP,13905643,JP3528600004,-13.7733,13.6971,550000
918,6367,JPY,DAIKIN INDUSTRIES LTD,13857203,JP3481800005,-1.3512,1.275,3200000
