#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
4552|JPY|JCR PHARMACEUTICALS CO LTD|131081759|JP3701000006|-1.2272|1.1510|150000|
4553|JPY|TOWA PHARMACEUTICAL CO LTD|46653646|JP3623150004|-0.9622|0.8860|1700000|
4554|JPY|FUJI PHARMA CO LTD|125843848|JP3816200004|-0.9672|0.8910|250000|
4555|JPY|SAWAI PHARMACEUTICAL CO LTD|14031101|JP3323050009|-0.9812|0.9050|1000000|
4559|JPY|ZERIA PHARMACEUTICAL CO LTD|14015695|JP3428850006|-1.0512|0.9750|100000|
4565|JPY|SOSEI GROUP CORP|47419150|JP3431300007|-7.5464|7.4702|65000|
4568|JPY|DAIICHI SANKYO CO LTD|35928149|JP3475350009|-1.1717|1.0955|5400000|
4569|JPY|KYORIN HOLDINGS INC|38322889|JP3247090008|-0.9682|0.8920|1500000|
4577|JPY|DAITO PHARMACEUTICAL CO LTD|129106740|JP3486150000|-0.9742|0.8980|150000|
4578|JPY|OTSUKA HOLDINGS CO LTD|81835552|JP3188220002|-1.0887|1.0125|4200000|
4581|JPY|TAISHO PHARMACEUTICAL HOLDIN|95441377|JP3442850008|-0.9962|0.9200|800000|
4587|JPY|PEPTIDREAM INC|129095534|JP3836750004|-1.2152|1.1390|1100000|
4593|JPY|HEALIOS KK|194125785|JP3835100003|-8.7213|8.6451|30000|
4611|JPY|DAI NIPPON TORYO CO LTD|14015700|JP3495400008|-0.9572|0.8810|400000|
4612|JPY|NIPPON PAINT HOLDINGS CO LTD|14015707|JP3749400002|-1.3512|1.2750|1300000|
4613|JPY|KANSAI PAINT CO LTD|14015710|JP3229400001|-1.5025|1.4263|2800000|
4617|JPY|CHUGOKU MARINE PAINTS LTD|14015719|JP3522600000|-1.0887|1.0125|800000|
4619|JPY|NIHON TOKUSHU TORYO CO LTD|14015720|JP3739000002|-0.9842|0.9080|150000|
4620|JPY|FUJIKURA KASEI CO LTD|14015725|JP3811200009|-0.9792|0.9030|300000|
4626|JPY|TAIYO HOLDINGS CO LTD|14015731|JP3449100001|-1.0887|1.0125|100000|
4631|JPY|DIC CORP|14015734|JP3493400000|-1.1937|1.1175|1900000|
4633|JPY|SAKATA INX CORP|14015737|JP3314800008|-1.0887|1.0125|650000|
4634|JPY|TOYO INK SC HOLDINGS CO LTD|14015740|JP3606600009|-1.0822|1.0060|1100000|
4636|JPY|T&amp;K TOKA CO LTD|125845865|JP3538570007|-1.2782|1.2020|250000|
4641|JPY|ALTECH CORP|14031110|JP3126350002|-1.0092|0.9330|100000|
4653|JPY|DAIOHS CORP|47419157|JP3480520000|-1.5862|1.5100|15000|
4658|JPY|NIPPON AIR CONDITIONING SERV|41014624|JP3699500009|-1.3012|1.2250|150000|
4661|JPY|ORIENTAL LAND CO LTD|14015752|JP3198900007|-1.3043|1.2281|1500000|
4665|JPY|DUSKIN CO LTD|42402958|JP3505900005|-0.9712|0.8950|600000|
4666|JPY|PARK24 CO LTD|14015757|JP3780100008|-1.0322|0.9560|2300000|
4668|JPY|MEIKO NETWORK JAPAN CO LTD|47419162|JP3916100005|-1.6472|1.5710|40000|
4671|JPY|FALCO HOLDINGS CO LTD|127536581|JP3802650006|-1.1562|1.0800|100000|
4676|JPY|FUJI MEDIA HOLDINGS INC|14015766|JP3819400007|-1.0222|0.9460|500000|
4680|JPY|ROUND ONE CORP|14015772|JP3966800009|-1.0887|1.0125|2100000|
4681|JPY|RESORTTRUST INC|14015776|JP3974450003|-1.3512|1.2750|1600000|
4684|JPY|OBIC CO LTD|14015781|JP3173400007|-1.0012|0.9250|900000|
4686|JPY|JUSTSYSTEMS CORP|131086553|JP3388450003|-0.9992|0.9230|250000|
4687|JPY|TDC SOFT INC|14031127|JP3539000004|-1.5632|1.4870|150000|
4689|JPY|YAHOO JAPAN CORP|28346248|JP3933800009|-0.9752|0.8990|>10000000|
4694|JPY|BML INC|14015791|JP3799700004|-1.6137|1.5375|1100000|
4704|JPY|TREND MICRO INC|14015793|JP3637300009|-1.3512|1.2750|2000000|
4708|JPY|RELIA INC|14031137|JP3922200005|-1.0472|0.9710|600000|
4709|JPY|ID HOLDINGS CORP|131085121|JP3153600006|-1.9012|1.8250|35000|
4714|JPY|RISO KYOIKU CO LTD|14031147|JP3974300000|-1.1972|1.1210|1000000|
4716|JPY|ORACLE CORP JAPAN|14015806|JP3689500001|-1.0112|0.9350|650000|
4719|JPY|ALPHA SYSTEMS INC|14015811|JP3126330004|-1.1882|1.1120|45000|
4722|JPY|FUTURE CORP|85469731|JP3826200002|-0.9982|0.9220|400000|
4725|JPY|CAC HOLDINGS CORP|14015814|JP3346300001|-1.0512|0.9750|200000|
4726|JPY|SOFTBANK TECHNOLOGY CORP|129106720|JP3436150001|-4.5162|4.4400|20000|
4732|JPY|USS CO LTD|14015820|JP3944130008|-1.0192|0.9430|3600000|
4733|JPY|OBIC BUSINESS CONSULTANTS|44263073|JP3173500004|-1.0252|0.9490|250000|
4739|JPY|ITOCHU TECHNO-SOLUTIONS CORP|14015831|JP3143900003|-1.0292|0.9530|1900000|
4743|JPY|ITFOR INC|129106716|JP3530000003|-2.0262|1.9500|150000|
4745|JPY|TOKYO INDIVIDUALIZED EDU|52197779|JP3576500007|-1.3252|1.2490|150000|
4746|JPY|TOUKEI COMPUTER CO LTD|14031157|JP3590850008|-0.9612|0.8850|15000|
4751|JPY|CYBERAGENT INC|47067615|JP3311400000|-0.9952|0.9190|1500000|
4755|JPY|RAKUTEN INC|37585692|JP3967200001|-0.9702|0.8940|>10000000|
4763|JPY|CREEK &amp; RIVER CO LTD|131087496|JP3269700005|-4.8282|4.7520|25000|
4765|JPY|MORNINGSTAR JAPAN KK|131084477|JP3922100007|-5.4202|5.3440|95000|
4767|JPY|TOW CO LTD|44994053|JP3538450002|-0.9752|0.8990|100000|
4768|JPY|OTSUKA CORP|14015832|JP3188200004|-1.0192|0.9430|2100000|
4776|JPY|CYBOZU INC|90238283|JP3312100005|-0.9772|0.9010|300000|
4779|JPY|SOFTBRAIN CO LTD|71678370|JP3436170009|-3.8772|3.8010|50000|
4792|JPY|YAMADA CONSULTING GROUP CO L|131094420|JP3588100002|-4.8102|4.7340|20000|
4801|JPY|CENTRAL SPORTS CO LTD|103502412|JP3425600008|-1.0032|0.9270|55000|
4809|JPY|PARACA INC|129106701|JP3781700004|-1.8562|1.7800|10000|
4812|JPY|INFO SERVICES INTL DENTSU|14015844|JP3551530003|-1.0552|0.9790|350000|
4813|JPY|ACCESS CO LTD|39931116|JP3108060009|-3.1872|3.1110|65000|
4816|JPY|TOEI ANIMATION CO LTD|131082885|JP3560200002|-1.0192|0.9430|100000|
4819|JPY|DIGITAL GARAGE INC|131082062|JP3549070005|-1.0262|0.9500|1000000|
4820|JPY|EM SYSTEMS CO LTD|103948275|JP3130200003|-2.6732|2.5970|15000|
4825|JPY|WEATHERNEWS INC|110615227|JP3154500007|-2.5552|2.4790|10000|
4826|JPY|COMPUTER INSTITUTE OF JAPAN|129106707|JP3346170008|-0.9752|0.8990|150000|
4839|JPY|WOWOW INC|78385821|JP3990770004|-2.1692|2.0930|7000|
4845|JPY|SCALA INC|131093770|JP3548520000|-2.3952|2.3190|55000|
4847|JPY|INTELLIGENT WAVE INC|131094434|JP3153100007|-5.0772|5.0010|100000|
4848|JPY|FULLCAST HOLDINGS CO LTD|44480780|JP3827800008|-0.9802|0.9040|300000|
4849|JPY|EN-JAPAN INC|131087615|JP3168700007|-1.3512|1.2750|1000000|
4901|JPY|FUJIFILM HOLDINGS CORP|13905493|JP3814000000|-1.0572|0.9810|5200000|
4902|JPY|KONICA MINOLTA INC|13905498|JP3300600008|-2.9263|2.8501|9500000|
4911|JPY|SHISEIDO CO LTD|13905503|JP3351600006|-1.0887|1.0125|3800000|
4912|JPY|LION CORP|14015851|JP3965400009|-1.0887|1.0125|3600000|
4914|JPY|TAKASAGO INTERNATIONAL CORP|14015854|JP3454400007|-1.0072|0.9310|300000|
4917|JPY|MANDOM CORP|45991295|JP3879400004|-1.3512|1.2750|1000000|
4919|JPY|MILBON CO LTD|14015856|JP3910650005|-1.0102|0.9340|500000|
4921|JPY|FANCL CORP|14015861|JP3802670004|-1.3512|1.2750|1200000|
4922|JPY|KOSE CORP|14015866|JP3283650004|-1.0022|0.9260|400000|
4923|JPY|COTA CO LTD|131081660|JP3298900006|-0.9732|0.8970|30000|
4925|JPY|HABA LABORATORIES INC|131084520|JP3765130004|-5.2912|5.2150|5000|
4927|JPY|POLA ORBIS HOLDINGS INC|81740055|JP3855900001|-1.0392|0.9630|2000000|
4928|JPY|NOEVIR HOLDING CO|85584278|JP3760450001|-1.0682|0.9920|150000|
4951|JPY|ST CORP|14015871|JP3162800001|-1.0802|1.0040|90000|
4956|JPY|KONISHI CO LTD|14015872|JP3300800004|-1.0402|0.9640|550000|
4958|JPY|T HASEGAWA CO LTD|14015877|JP3768500005|-1.2172|1.1410|200000|
4963|JPY|SEIKO PMC CORP|14031187|JP3746900004|-5.6952|5.6190|20000|
4966|JPY|C UYEMURA &amp; CO LTD|131081999|JP3155350006|-5.8262|5.7500|50000|
4967|JPY|KOBAYASHI PHARMACEUTICAL CO|14015882|JP3301100008|-1.0887|1.0125|800000|
4968|JPY|ARAKAWA CHEMICAL INDUSTRIES|14031190|JP3125000004|-1.0182|0.9420|350000|
4971|JPY|MEC CO LTD|49939782|JP3920890005|-3.9742|3.8980|60000|
4974|JPY|TAKARA BIO INC|49939794|JP3460200003|-0.9932|0.9170|1200000|
4975|JPY|JCU CORP|37448839|JP3166200000|-1.0052|0.9290|200000|
4977|JPY|NITTA GELATIN INC|99294915|JP3679870000|-3.5612|3.4850|70000|
4980|JPY|DEXERIALS CORP|198163430|JP3548770001|-1.0492|0.9730|600000|
4985|JPY|EARTH CORP|37075147|JP3100190002|-0.9332|0.8570|30000|
4987|JPY|TERAOKA SEISAKUSHO CO LTD|14031193|JP3546000005|-10.4439|10.3677|40000|
4992|JPY|HOKKO CHEMICAL INDUSTRY CO|14015889|JP3851000004|-1.2352|1.1590|400000|
4994|JPY|TAISEI LAMICK CO LTD|49939799|JP3444900009|-1.0652|0.9890|150000|
4996|JPY|KUMIAI CHEMICAL INDUSTRY CO|14015892|JP3267600009|-1.1592|1.0830|2300000|
4997|JPY|NIHON NOHYAKU CO LTD|14015899|JP3741800001|-1.4722|1.3960|250000|
5008|JPY|TOA OIL CO LTD|14031210|JP3556800005|-4.2472|4.1710|45000|
5011|JPY|NICHIREKI CO LTD|14015911|JP3665600007|-1.0102|0.9340|450000|
5013|JPY|YUSHIRO CHEMICAL INDUSTRY CO|14031217|JP3948400001|-1.0262|0.9500|100000|
5015|JPY|BP CASTROL KK|14031220|JP3836500003|-1.1332|1.0570|15000|
5017|JPY|FUJI OIL CO LTD|45991296|JP3160300004|-1.0442|0.9680|600000|
5019|JPY|IDEMITSU KOSAN CO LTD|41532243|JP3142500002|-1.0732|0.9970|3000000|
5020|JPY|JXTG HOLDINGS INC|73953273|JP3386450005|-3.1888|3.1126|>10000000|
5021|JPY|COSMO ENERGY HOLDINGS CO LTD|205624381|JP3298000005|-1.3512|1.2750|1100000|
5101|JPY|YOKOHAMA RUBBER CO LTD|13905516|JP3955800002|-0.9342|0.8580|3000000|
5105|JPY|TOYO TIRE CORP|14015917|JP3610600003|-1.0392|0.9630|2500000|
5108|JPY|BRIDGESTONE CORP|13905522|JP3830800003|-0.9522|0.8760|6700000|
5110|JPY|SUMITOMO RUBBER INDUSTRIES|14015926|JP3404200002|-0.9932|0.9170|4700000|
5121|JPY|FUJIKURA COMPOSITES INC|14031236|JP3811600000|-1.4512|1.3750|200000|
5122|JPY|OKAMOTO INDUSTRIES INC|14015929|JP3192800005|-1.0887|1.0125|100000|
5142|JPY|ACHILLES CORP|14015932|JP3108000005|-0.9542|0.8780|200000|
5161|JPY|NISHIKAWA RUBBER CO LTD|14031246|JP3657550004|-7.1542|7.0780|25000|
5184|JPY|NICHIRIN CO LTD|131086280|JP3665000000|-1.8772|1.8010|100000|
5185|JPY|FUKOKU CO LTD|47416884|JP3807000009|-0.9802|0.9040|100000|
5186|JPY|NITTA CORP|14015937|JP3679850002|-1.0192|0.9430|350000|
5187|JPY|CREATE MEDIC CO LTD|14031248|JP3269800003|-0.9852|0.9090|25000|
5191|JPY|SUMITOMO RIKO COMPANY LTD|14015940|JP3564200008|-0.9852|0.9090|500000|
5192|JPY|MITSUBOSHI BELTING LTD|14015947|JP3904000001|-0.9632|0.8870|400000|
5194|JPY|SAGAMI RUBBER INDUSTRIES CO|14031263|JP3316000003|-8.9973|8.9211|65000|
5195|JPY|BANDO CHEMICAL INDUSTRIES|14015950|JP3779000003|-1.5112|1.4350|1300000|
5201|JPY|AGC INC|13905527|JP3112000009|-1.3512|1.2750|3300000|
5202|JPY|NIPPON SHEET GLASS CO LTD|13905528|JP3686800008|-1.0887|1.0125|1400000|
5204|JPY|ISHIZUKA GLASS CO LTD|14015957|JP3136000001|-4.2982|4.2220|15000|
5208|JPY|ARISAWA MFG CO LTD|14031267|JP3126000003|-1.1908|1.1146|350000|
5210|JPY|NIHON YAMAMURA GLASS CO LTD|14015962|JP3752800007|-1.0392|0.9630|200000|
5214|JPY|NIPPON ELECTRIC GLASS CO LTD|14015971|JP3733400000|-1.0887|1.0125|2400000|
5218|JPY|OHARA INC|36518186|JP3197630001|-6.8062|6.7300|15000|
5232|JPY|SUMITOMO OSAKA CEMENT CO LTD|13905533|JP3400900001|-1.3378|1.2616|500000|
5233|JPY|TAIHEIYO CEMENT CORP|13905538|JP3449020001|-1.2262|1.1500|2300000|
5237|JPY|NOZAWA CORP|131084105|JP3761400005|-3.8262|3.7500|45000|
5262|JPY|NIPPON HUME CORP|14015980|JP3745800007|-0.9842|0.9080|200000|
5269|JPY|NIPPON CONCRETE INDUSTRIES|14015986|JP3708400001|-1.0822|1.0060|350000|
5273|JPY|MITANI SEKISAN CO LTD|131081807|JP3887600009|-1.0102|0.9340|15000|
5282|JPY|GEOSTR CORP|14031293|JP3386250009|-1.1582|1.0820|100000|
5288|JPY|ASIA PILE HOLDINGS CORP|112131170|JP3389640008|-0.9882|0.9120|350000|
5290|JPY|VERTEX CORP-JAPAN|332261995|JP3835790001|-7.4482|7.3720|10000|
5301|JPY|TOKAI CARBON CO LTD|13905543|JP3560800009|-13.8027|13.7265|250000|
5302|JPY|NIPPON CARBON CO LTD|14015991|JP3690400001|-12.1312|12.0550|4000|
5304|JPY|SEC CARBON LTD|131082735|JP3161600006|-6.8312|6.7550|2000|
5310|JPY|TOYO TANSO CO LTD|38692873|JP3616000000|-0.9792|0.9030|150000|
5331|JPY|NORITAKE CO LTD|14015992|JP3763000001|-0.9642|0.8880|250000|
5332|JPY|TOTO LTD|13905544|JP3596200000|-1.0887|1.0125|1400000|
5333|JPY|NGK INSULATORS LTD|13905549|JP3695200000|-1.0887|1.0125|4400000|
5334|JPY|NGK SPARK PLUG CO LTD|14015997|JP3738600000|-1.0062|0.9300|3200000|
5344|JPY|MARUWA CO LTD|14016004|JP3879250003|-1.0887|1.0125|100000|
5351|JPY|SHINAGAWA REFRACTORIES CO|14016011|JP3353200003|-0.9792|0.9030|90000|
5352|JPY|KROSAKI HARIMA CORP|14016014|JP3272400007|-1.0887|1.0125|100000|
5357|JPY|YOTAI REFRACTORIES CO LTD|131082594|JP3953600008|-1.3182|1.2420|100000|
5363|JPY|TYK CORP|14016016|JP3589400005|-2.8302|2.7540|150000|
5384|JPY|FUJIMI INC|43169186|JP3820900003|-1.8042|1.7280|100000|
5388|JPY|KUNIMINE INDUSTRIES CO LTD|131086064|JP3266200009|-3.7962|3.7200|20000|
5393|JPY|NICHIAS CORP|14016026|JP3660400007|-1.0887|1.0125|1400000|
5401|JPY|NIPPON STEEL CORP|13905555|JP3381000003|-1.2062|1.1300|9200000|
5406|JPY|KOBE STEEL LTD|13905568|JP3289800009|-1.0887|1.0125|6700000|
5408|JPY|NAKAYAMA STEEL WORKS LTD|14016035|JP3646400006|-0.9692|0.8930|300000|
5410|JPY|GODO STEEL LTD|14016038|JP3307800007|-1.0572|0.9810|100000|
5411|JPY|JFE HOLDINGS INC|16003230|JP3386030005|-1.0482|0.9720|6600000|
5423|JPY|TOKYO STEEL MFG CO LTD|14016041|JP3579800008|-1.3512|1.2750|4000000|
5440|JPY|KYOEI STEEL LTD|47416899|JP3247400009|-2.0022|1.9260|350000|
5444|JPY|YAMATO KOGYO CO LTD|14016044|JP3940400009|-1.0632|0.9870|1400000|
5445|JPY|TOKYO TEKKO CO LTD|112131187|JP3584600005|-0.9752|0.8990|90000|
5449|JPY|OSAKA STEEL CO LTD|14016055|JP3184600009|-1.0442|0.9680|150000|
5451|JPY|YODOGAWA STEEL WORKS LTD|14016056|JP3959400007|-1.0652|0.9890|500000|
5463|JPY|MARUICHI STEEL TUBE LTD|14016074|JP3871200006|-1.0887|1.0125|950000|
5464|JPY|MORY INDUSTRIES INC|14016079|JP3924000007|-0.9862|0.9100|55000|
5471|JPY|DAIDO STEEL CO LTD|14016081|JP3491000000|-1.3512|1.2750|700000|
5476|JPY|NIPPON KOSHUHA STEEL CO LTD|14016084|JP3706400003|-2.1002|2.0240|50000|
5481|JPY|SANYO SPECIAL STEEL CO LTD|14016098|JP3342000001|-1.0887|1.0125|450000|
5482|JPY|AICHI STEEL CORP|14016103|JP3103600007|-1.0102|0.9340|200000|
5486|JPY|HITACHI METALS LTD|14016104|JP3786200000|-1.0653|0.9891|4800000|
5491|JPY|NIPPON KINZOKU CO LTD|14016109|JP3698000001|-2.2982|2.2220|45000|
5541|JPY|PACIFIC METALS CO LTD|14016115|JP3448000004|-2.4013|2.3251|100000|
5602|JPY|KURIMOTO LTD|14016124|JP3270800000|-1.0102|0.9340|100000|
5631|JPY|JAPAN STEEL WORKS LTD|13905573|JP3721400004|-1.0887|1.0125|1900000|
5632|JPY|MITSUBISHI STEEL MFG CO LTD|14016137|JP3900800008|-1.0082|0.9320|100000|
5658|JPY|NICHIA STEEL WORKS LTD|14016146|JP3660000005|-1.0072|0.9310|150000|
5659|JPY|NIPPON SEISEN CO LTD|14016151|JP3721800005|-1.0887|1.0125|35000|
5702|JPY|DAIKI ALUMINIUM INDUSTRY CO|131085385|JP3480600000|-1.4382|1.3620|300000|
5703|JPY|NIPPON LIGHT METAL HOLDINGS|114693044|JP3700200003|-0.9802|0.9040|2600000|
5706|JPY|MITSUI MINING &amp; SMELTING CO|13905583|JP3888400003|-1.3274|1.2512|1100000|
5707|JPY|TOHO ZINC CO LTD|13905585|JP3599000001|-0.9952|0.9190|200000|
5711|JPY|MITSUBISHI MATERIALS CORP|13905588|JP3903000002|-1.0402|0.9640|2200000|
5713|JPY|SUMITOMO METAL MINING CO LTD|13905595|JP3402600005|-1.0012|0.9250|3300000|
5714|JPY|DOWA HOLDINGS CO LTD|13905598|JP3638600001|-1.3512|1.2750|1400000|
5715|JPY|FURUKAWA CO LTD|13905603|JP3826800009|-1.0887|1.0125|850000|
5726|JPY|OSAKA TITANIUM TECHNOLOGIES|39948420|JP3407200009|-4.5013|4.4251|400000|
5727|JPY|TOHO TITANIUM CO LTD|14031360|JP3601800000|-2.2282|2.1520|600000|
5741|JPY|UACJ CORP|37082738|JP3826900007|-1.7742|1.6980|300000|
5757|JPY|CK-SAN-ETSU CO LTD|271142485|JP3325100000|-5.8312|5.7550|8000|
5801|JPY|FURUKAWA ELECTRIC CO LTD|13905606|JP3827200001|-1.3512|1.2750|1300000|
5802|JPY|SUMITOMO ELECTRIC INDUSTRIES|13905609|JP3407400005|-1.3512|1.2750|9400000|
5803|JPY|FUJIKURA LTD|13905612|JP3811000003|-1.0887|1.0125|5800000|
5805|JPY|SWCC SHOWA HOLDINGS CO LTD|14016174|JP3368400002|-0.9552|0.8790|250000|
5809|JPY|TATSUTA ELEC WIRE &amp; CABLE|14016181|JP3467400002|-1.3512|1.2750|1100000|
5821|JPY|HIRAKAWA HEWTECH CORP|39106399|JP3795080005|-2.1387|2.0625|35000|
5851|JPY|RYOBI LIMITED|14016199|JP3975800008|-1.0312|0.9550|750000|
5852|JPY|AHRESTY CORP|14031387|JP3100600000|-1.0012|0.9250|300000|
5857|JPY|ASAHI HOLDINGS INC|72432042|JP3116700000|-1.0822|1.0060|1000000|
5901|JPY|TOYO SEIKAN GROUP HOLDINGS L|13905618|JP3613400005|-1.0032|0.9270|3700000|
5902|JPY|HOKKAN HOLDINGS LTD|14016200|JP3846600009|-1.0522|0.9760|85000|
5909|JPY|CORONA CORP|14031411|JP3305950002|-1.8762|1.8000|300000|
5911|JPY|YOKOGAWA BRIDGE HOLDINGS COR|14016205|JP3955200005|-0.9832|0.9070|800000|
5912|JPY|OSJB HOLDINGS CORP|14016211|JP3697600009|-0.9522|0.8760|1800000|
5915|JPY|KOMAIHALTEC INC|112131175|JP3302600006|-1.1012|1.0250|25000|
5929|JPY|SANWA HOLDINGS CORP|14016239|JP3344400001|-1.3512|1.2750|3800000|
5930|JPY|BUNKA SHUTTER CO LTD|14016241|JP3831600006|-1.1112|1.0350|1800000|
5932|JPY|SANKYO TATEYAMA INC|118048465|JP3326800004|-0.9652|0.8890|600000|
5933|JPY|ALINCO INC|37852200|JP3126100001|-3.1122|3.0360|90000|
5938|JPY|LIXIL GROUP CORP|14016256|JP3626800001|-1.0182|0.9420|3800000|
5942|JPY|NIPPON FILCON CO LTD|14016261|JP3748600008|-0.9952|0.9190|50000|
5943|JPY|NORITZ CORP|14016266|JP3759400009|-1.0502|0.9740|800000|
5946|JPY|CHOFU SEISAKUSHO CO LTD|14016273|JP3527800001|-1.0252|0.9490|250000|
5947|JPY|RINNAI CORP|14016276|JP3977400005|-1.0442|0.9680|950000|
5949|JPY|UNIPRES CORP|47416908|JP3952550006|-1.0422|0.9660|1400000|
5951|JPY|DAINICHI CO LTD|14031435|JP3492000009|-0.9652|0.8890|85000|
5957|JPY|NITTO SEIKO CO LTD|14016283|JP3682800002|-1.0402|0.9640|250000|
5958|JPY|SANYO INDUSTRIES LTD|14016286|JP3338000007|-2.3912|2.3150|10000|
5959|JPY|OKABE CO LTD|14016290|JP3192000002|-1.3512|1.2750|500000|
5970|JPY|G-TEKT CORP|131081690|JP3236750000|-0.9532|0.8770|300000|
5975|JPY|TOPRE CORP|14016307|JP3598200008|-1.0862|1.0100|750000|
5976|JPY|NETUREN CO LTD|14016310|JP3288200003|-0.9702|0.8940|500000|
5981|JPY|TOKYO ROPE MFG CO LTD|14016313|JP3579400007|-2.3262|2.2500|75000|
5982|JPY|MARUZEN CO LTD|14031455|JP3875610002|-3.3262|3.2500|35000|
5985|JPY|SUNCALL CORP|131085024|JP3330600002|-1.4552|1.3790|100000|
5988|JPY|PIOLAX INC|14031459|JP3780400002|-1.0862|1.0100|500000|
5989|JPY|H-ONE CO LTD|131084666|JP3795200009|-3.3262|3.2500|200000|
5991|JPY|NHK SPRING CO LTD|14016316|JP3742600004|-1.6137|1.5375|3500000|
5992|JPY|CHUO SPRING CO LTD|14016321|JP3517800003|-1.0512|0.9750|20000|
6005|JPY|MIURA CO LTD|14016324|JP3880800002|-1.3512|1.2750|1200000|
6013|JPY|TAKUMA CO LTD|14016331|JP3462600002|-1.0032|0.9270|1000000|
6023|JPY|DAIHATSU DIESEL MFG CO LTD|131085254|JP3497000004|-1.1952|1.1190|80000|
6027|JPY|BENGO4.COM INC|173246145|JP3835870001|-13.8871|13.8109|25000|
6028|JPY|TECHNOPRO HOLDINGS INC|173424384|JP3545240008|-1.0682|0.9920|1000000|
6035|JPY|IR JAPAN HOLDINGS LTD|179254914|JP3100640006|-2.1387|2.0625|15000|
6037|JPY|FIRSTLOGIC INC|180235469|JP3802340004|-7.5462|7.4700|85000|
6047|JPY|GUNOSY INC|188619457|JP3273820005|-7.3992|7.3230|25000|
6050|JPY|E-GUARDIAN INC|81540299|JP3130230000|-3.9332|3.8570|40000|
6055|JPY|JAPAN MATERIAL CO LTD|98785550|JP3389680004|-1.5552|1.4790|450000|
6058|JPY|VECTOR INC|105094301|JP3835500004|-2.6932|2.6170|100000|
6062|JPY|CHARM CARE CORP|131084430|JP3512740006|-3.3522|3.2760|10000|
6071|JPY|IBJ INC|131085824|JP3104960004|-2.5762|2.5000|20000|
6073|JPY|ASANTE INC|124670037|JP3117350003|-1.0822|1.0060|30000|
6077|JPY|N FIELD CO LTD|132138908|JP3165850003|-4.9652|4.8890|300000|
6078|JPY|VALUE HR CO LTD|134127969|JP3778410005|-3.9842|3.9080|6000|
6080|JPY|M&amp;A CAPITAL PARTNERS CO LTD|136480991|JP3167320005|-5.1162|5.0400|55000|
6082|JPY|RIDE ON EXPRESS HOLDINGS CO|137536397|JP3966000006|-4.9892|4.9130|20000|
6087|JPY|ABIST CO LTD|138396590|JP3122480001|-1.6422|1.5660|7000|
6088|JPY|SIGMAXYZ INC|138438428|JP3348950001|-2.9052|2.8290|35000|
6089|JPY|WILL GROUP INC|138436424|JP3154160000|-3.9763|3.9001|45000|
6098|JPY|RECRUIT HOLDINGS CO LTD|166623148|JP3970300004|-1.0362|0.9600|>10000000|
6099|JPY|ELAN CORP|169350310|JP3167680002|-3.8622|3.7860|75000|
6101|JPY|TSUGAMI CORP|14016336|JP3531800005|-1.3512|1.2750|100000|
6103|JPY|OKUMA CORP|13905623|JP3172100004|-1.0002|0.9240|350000|
6104|JPY|TOSHIBA MACHINE CO LTD|14016341|JP3592600005|-4.5013|4.4251|300000|
6113|JPY|AMADA HOLDINGS CO LTD|14016355|JP3122800000|-1.3512|1.2750|6600000|
6118|JPY|AIDA ENGINEERING LTD|14016358|JP3102400003|-1.0887|1.0125|1700000|
6121|JPY|TAKISAWA MACHINE TOOL CO LTD|14031496|JP3461800009|-1.0322|0.9560|60000|
6134|JPY|FUJI CORP-AICHI|166263037|JP3809200003|-0.9902|0.9140|1500000|
6135|JPY|MAKINO MILLING MACHINE CO|14016361|JP3862800004|-1.3512|1.2750|1000000|
6136|JPY|OSG CORP|14016364|JP3170800001|-1.3512|1.2750|1900000|
6140|JPY|ASAHI DIAMOND INDUSTRIAL CO|14016376|JP3114400009|-0.9722|0.8960|1200000|
6141|JPY|DMG MORI CO LTD|14016381|JP3924800000|-1.0672|0.9910|2800000|
6143|JPY|SODICK CO LTD|14031516|JP3434200006|-1.0302|0.9540|750000|
6146|JPY|DISCO CORP|14016386|JP3548600000|-2.1387|2.0625|350000|
6151|JPY|NITTO KOHKI CO LTD|14016391|JP3682300003|-1.0052|0.9290|200000|
6157|JPY|NS TOOL CO LTD|131082910|JP3675320000|-1.5992|1.5230|10000|
6165|JPY|PUNCH INDUSTRY CO LTD|118995929|JP3782950004|-0.9752|0.8990|100000|
6178|JPY|JAPAN POST HOLDINGS CO LTD|206408205|JP3752900005|-1.3862|1.3100|>10000000|
6183|JPY|BELLSYSTEM24 HOLDINGS INC|209744739|JP3835760004|-1.1872|1.1110|300000|
6184|JPY|KAMAKURA SHINSHO LTD|211528392|JP3218950008|-14.2216|14.1454|95000|
6187|JPY|LITALICO INC|221715140|JP3974460002|-6.7392|6.6630|30000|
6191|JPY|EVOLABLE ASIA CORP|224110868|JP3167240005|-8.2162|8.1400|10000|
6194|JPY|ATRAE INC|233462441|JP3121890002|-8.5957|8.5195|90000|
6196|JPY|STRIKE CO LTD|233883860|JP3399780000|-6.8402|6.7640|40000|
6197|JPY|SOLASTO CORP|233938783|JP3436250009|-1.1672|1.0910|400000|
6201|JPY|TOYOTA INDUSTRIES CORP|14016392|JP3634600005|-1.0887|1.0125|1800000|
6203|JPY|HOWA MACHINERY LTD|14016397|JP3840600005|-4.5013|4.4251|65000|
6205|JPY|OKK CORP|14016403|JP3180800009|-1.2072|1.1310|50000|
