,#SYM,CUR,NAME,CON,ISIN,REBATERATE,FEERATE,AVAILABLE
1646,8960,JPY,UNITED URBAN INVESTMENT CORPORATION,39015964,JP3045540006,-1.07,0.98,40000
1647,8961,JPY,"MORI TRUST SOGO REIT, INC.",39015968,JP3046170001,-0.947,0.857,20000
1648,8963,JPY,INVINCIBLE INVESTMENT CORP,44994044,JP3046190009,-0.967,0.877,100000
1649,8964,JPY,FRONTIER REAL ESTATE INVEST,39015978,JP3046200006,-1.197,1.107,9000
1650,8966,JPY,HEIWA REAL ESTATE REIT INC,39015985,JP3046220004,-1.055,0.965,8000
1651,8967,JPY,"JAPAN LOGISTICS FUND, INC.",39015988,JP3046230003,-7.2526,7.1626,15000
1652,8968,JPY,FUKUOKA REIT CORPORATION,39015995,JP3046240002,-0.99,0.9,5000
1653,8972,JPY,KENEDIX OFFICE INVESTMENT CO,39016053,JP3046270009,-1.084,0.994,7000
1654,8975,JPY,ICHIGO OFFICE REIT INVESTMEN,39016064,JP3046300004,-1.049,0.959,15000
1655,8976,JPY,DAIWA OFFICE INVESTMENT CORP,39016023,JP3046310003,-0.993,0.903,5000
1656,8977,JPY,HANKYU HANSHIN REIT INC,39016069,JP3046320002,-1.033,0.943,5000
1657,8984,JPY,DAIWA HOUSE REIT INVESTMENT,39016091,JP3046390005,-1.053,0.963,20000
1658,8985,JPY,JAPAN HOTEL REIT INVESTMENT,47615800,JP3046400002,-1.001,0.911,70000
1659,8986,JPY,JAPAN RENTAL HOUSING INVESTM,41580483,JP3046410001,-0.988,0.898,35000
1660,8987,JPY,JAPAN EXCELLENT INC,118833097,JP3046420000,-1.033,0.943,15000
1661,8999,JPY,GRANDY HOUSE CORP,37108582,JP3274030000,-1.328,1.238,400000
1662,9001,JPY,TOBU RAILWAY CO LTD,13906015,JP3597800006,-1.01,0.92,2400000
1663,9003,JPY,SOTETSU HOLDINGS INC,14018901,JP3316400005,-0.993,0.903,750000
1664,9005,JPY,TOKYU CORP,13906019,JP3574200006,-1.365,1.275,6000000
1665,9006,JPY,KEIKYU CORP,14018911,JP3280200001,-1.015,0.925,3100000
1666,9007,JPY,ODAKYU ELECTRIC RAILWAY CO,13906022,JP3196000008,-1.6012,1.5112,3000000
1667,9008,JPY,KEIO CORP,13906025,JP3277800003,-1.365,1.275,1200000
1668,9009,JPY,KEISEI ELECTRIC RAILWAY CO,13906028,JP3278600006,-0.994,0.904,2000000
1669,9010,JPY,FUJI KYUKO CO LTD,14018915,JP3810400006,-3.465,3.375,60000
1670,9014,JPY,SHIN-KEISEI ELECTRIC RAILWAY,14032482,JP3372400006,-1.59,1.5,10000
1671,9020,JPY,EAST JAPAN RAILWAY CO,13906034,JP3783600004,-0.994,0.904,3500000
1672,9021,JPY,WEST JAPAN RAILWAY CO,13906118,JP3659000008,-3.7275,3.6375,2700000
1673,9022,JPY,CENTRAL JAPAN RAILWAY CO,14018918,JP3566800003,-0.984,0.894,1500000
1674,9024,JPY,SEIBU HOLDINGS INC,146442477,JP3417200007,-1.01,0.92,3900000
1675,9025,JPY,KONOIKE TRANSPORT CO LTD,124098956,JP3288970001,-1.365,1.275,700000
1676,9031,JPY,NISHI-NIPPON RAILROAD CO LTD,14018921,JP3658800002,-0.969,0.879,350000
1677,9037,JPY,HAMAKYOREX CO LTD,14032499,JP3771150004,-0.84,0.75,500000
1678,9039,JPY,SAKAI MOVING SERVICE CO LTD,38553135,JP3314200001,-1.182,1.092,150000
1679,9041,JPY,KINTETSU GROUP HOLDINGS CO L,14018924,JP3260800002,-1.365,1.275,1700000
1680,9042,JPY,HANKYU HANSHIN HOLDINGS INC,14018930,JP3774200004,-0.997,0.907,2400000
1681,9044,JPY,NANKAI ELECTRIC RAILWAY CO,49902925,JP3653000004,-0.999,0.909,900000
1682,9045,JPY,KEIHAN HOLDINGS CO LTD,38570518,JP3279400000,-1.035,0.945,1100000
1683,9046,JPY,KOBE ELECTRIC RAILWAY CO LTD,131083478,JP3290600000,-1.249,1.159,10000
1684,9048,JPY,NAGOYA RAILROAD CO LTD,14018941,JP3649800004,-1.034,0.944,2100000
1685,9052,JPY,SANYO ELECTRIC RAILWAY CO,131083710,JP3341600009,-1.085,0.995,45000
1686,9055,JPY,ALPS LOGISTICS CO LTD,14032502,JP3126450000,-4.34,4.25,100000
1687,9058,JPY,TRANCOM CO LTD,43645183,JP3635650009,-0.99,0.9,100000
1688,9062,JPY,NIPPON EXPRESS CO LTD,13906039,JP3729400006,-1.0,0.91,1200000
1689,9064,JPY,YAMATO HOLDINGS CO LTD,13906040,JP3940000007,-1.05,0.96,4000000
1690,9065,JPY,SANKYU INC,14018946,JP3326000001,-0.994,0.904,1100000
1691,9066,JPY,NISSIN CORP,14018951,JP3674400001,-0.989,0.899,300000
1692,9068,JPY,MARUZEN SHOWA UNYU CO LTD,14018957,JP3876000005,-0.991,0.901,250000
1693,9069,JPY,SENKO GROUP HOLDINGS CO LTD,14018963,JP3423800006,-1.031,0.941,3200000
1694,9070,JPY,TONAMI HOLDINGS CO LTD,14018966,JP3629400007,-1.013,0.923,85000
1695,9072,JPY,NIKKON HOLDINGS CO LTD,14018969,JP3709600005,-1.007,0.917,1200000
1696,9074,JPY,JAPAN OIL TRANSPORTATION CO,14018972,JP3724600006,-1.03,0.94,20000
1697,9075,JPY,FUKUYAMA TRANSPORTING CO LTD,14018976,JP3806800003,-1.1025,1.0125,400000
1698,9076,JPY,SEINO HOLDINGS CO LTD,14018981,JP3415400005,-0.981,0.891,3900000
1699,9081,JPY,KANAGAWA CHUO KOTSU CO LTD,14018986,JP3214600003,-1.041,0.951,15000
1700,9086,JPY,HITACHI TRANSPORT SYSTEM LTD,14018991,JP3791200003,-1.037,0.947,650000
1701,9090,JPY,MARUWA UNYU KIKAN CO LTD,145766261,JP3879170003,-6.753,6.663,9000
1702,9099,JPY,CHILLED &amp; FROZEN LOGISTICS H,205624389,JP3346180007,-2.187,2.097,30000
1703,9101,JPY,NIPPON YUSEN KK,13906045,JP3753000003,-1.365,1.275,2900000
1704,9104,JPY,MITSUI OSK LINES LTD,13906050,JP3362700001,-0.959,0.869,2300000
1705,9107,JPY,KAWASAKI KISEN KAISHA LTD,13906055,JP3223800008,-6.0899,5.9999,200000
1706,9110,JPY,NS UNITED KAIUN KAISHA LTD,14018993,JP3385000009,-1.026,0.936,200000
1707,9119,JPY,IINO KAIUN KAISHA LTD,14019006,JP3131200002,-1.075,0.985,1100000
1708,9142,JPY,KYUSHU RAILWAY COMPANY,247912123,JP3247010006,-0.998,0.908,2700000
1709,9143,JPY,SG HOLDINGS CO LTD,295291791,JP3162770006,-1.078,0.988,2100000
1710,9201,JPY,JAPAN AIRLINES CO LTD,113787206,JP3705200008,-0.991,0.901,2700000
1711,9202,JPY,ANA HOLDINGS INC,13906061,JP3429800000,-1.038,0.948,1500000
1712,9260,JPY,NISHIMOTO CO LTD,287341175,JP3659350007,-2.044,1.954,8000
1713,9267,JPY,GENKY DRUGSTORES CO LTD,297481286,JP3282750003,-3.229,3.139,55000
1714,9274,JPY,KOKUSAI PULP &amp; PAPER CO LTD,318900357,JP3293350009,-3.293,3.203,150000
1715,9277,JPY,SOGO MEDICAL HOLDINGS CO LTD,332262000,JP3432310005,-0.979,0.889,200000
1716,9278,JPY,BOOKOFF GROUP HOLDINGS LTD,332262005,JP3829940000,-3.512,3.422,40000
1717,9301,JPY,MITSUBISHI LOGISTICS CORP,13906067,JP3902000003,-1.014,0.924,1500000
1718,9302,JPY,MITSUI-SOKO HOLDINGS CO LTD,14019032,JP3891200002,-1.002,0.912,300000
1719,9303,JPY,SUMITOMO WAREHOUSE CO LTD,14019037,JP3407000003,-1.1025,1.0125,1200000
1720,9304,JPY,SHIBUSAWA WAREHOUSE CO LTD,14019041,JP3355600002,-1.004,0.914,150000
1721,9305,JPY,YAMATANE CORP,14019044,JP3937600009,-1.005,0.915,100000
1722,9308,JPY,INUI GLOBAL LOGISTICS CO LTD,14032558,JP3146800002,-1.555,1.465,35000
1723,9310,JPY,JAPAN TRANSCITY CORP,14019054,JP3739600009,-1.087,0.997,450000
1724,9312,JPY,KEIHIN CO LTD-THE,14019056,JP3279800001,-1.587,1.497,15000
1725,9324,JPY,YASUDA LOGISTICS CORP,14032583,JP3932820008,-1.019,0.929,100000
1726,9351,JPY,TOYO WHARF &amp; WAREHOUSE CO,14019061,JP3619000007,-1.039,0.949,40000
1727,9358,JPY,UTOC CORP,14019066,JP3157600002,-1.075,0.985,150000
1728,9364,JPY,KAMIGUMI CO LTD,14019071,JP3219000001,-1.0,0.91,2600000
1729,9368,JPY,KIMURA UNITY CO LTD,14032601,JP3242500001,-1.06,0.97,30000
1730,9369,JPY,KRS CORPORATION,14032604,JP3244700005,-1.014,0.924,50000
1731,9375,JPY,KINTETSU WORLD EXPRESS INC,46119373,JP3262900008,-1.018,0.928,1200000
1732,9381,JPY,AIT CORP,47383921,JP3160050005,-1.937,1.847,60000
1733,9384,JPY,NAIGAI TRANS LINE LTD,55828952,JP3641230002,-1.837,1.747,200000
1734,9386,JPY,NIPPON CONCEPT CORP,131083254,JP3708600006,-3.896,3.806,15000
1735,9401,JPY,TOKYO BROADCASTING SYSTEM,14019075,JP3588600001,-1.01,0.92,450000
1736,9404,JPY,NIPPON TELEVISION HOLDINGS,14019078,JP3732200005,-0.984,0.894,950000
1737,9409,JPY,TV ASAHI HOLDINGS CORP,14019081,JP3429000007,-1.019,0.929,60000
1738,9412,JPY,SKY PERFECT JSAT HOLDINGS,43578598,JP3396350005,-0.995,0.905,6000000
1739,9413,JPY,TV TOKYO HOLDINGS CORP,112131153,JP3547060008,-1.401,1.311,45000
1740,9416,JPY,VISION INC-TOKYO JAPAN,212654765,JP3800330007,-5.362,5.272,95000
1741,9418,JPY,USEN-NEXT HOLDINGS CO LTD,173504987,JP3944640006,-6.078,5.988,25000
1742,9422,JPY,CONEXIO CORP,38322883,JP3104870005,-1.041,0.951,150000
1743,9432,JPY,NIPPON TELEGRAPH &amp; TELEPHONE,13906070,JP3735400008,-1.3521,1.2621,2900000
1744,9433,JPY,KDDI CORPORATION,13906073,JP3496400007,-1.3394,1.2494,>10000000
1745,9434,JPY,SOFTBANK CORP,341504260,JP3732000009,-1.365,1.275,2600000
1746,9435,JPY,HIKARI TSUSHIN INC,14019090,JP3783420007,-1.003,0.913,300000
1747,9436,JPY,OKINAWA CELLULAR TELEPHONE,131082285,JP3194650002,-2.84,2.75,450000
1748,9437,JPY,NTT DOCOMO INC,13906076,JP3165650007,-1.006,0.916,>10000000
1749,9438,JPY,MTI LTD,131085881,JP3167480007,-2.006,1.916,850000
1750,9449,JPY,GMO INTERNET INC,47383940,JP3152750000,-1.047,0.957,2300000
1751,9468,JPY,KADOKAWA CORP,165779133,JP3214350005,-1.108,1.018,800000
1752,9470,JPY,GAKKEN HOLDINGS CO LTD,14019096,JP3234200008,-1.045,0.955,70000
1753,9474,JPY,ZENRIN CO LTD,14032613,JP3430400006,-1.064,0.974,300000
1754,9475,JPY,SHOBUNSHA PUBLICATIONS INC,14019101,JP3363800008,-1.838,1.748,50000
1755,9501,JPY,TOKYO ELECTRIC POWER COMPANY,13906080,JP3585800000,-1.011,0.921,>10000000
1756,9502,JPY,CHUBU ELECTRIC POWER CO INC,13906085,JP3526600006,-0.959,0.869,8100000
1757,9503,JPY,KANSAI ELECTRIC POWER CO INC,13906090,JP3228600007,-1.1025,1.0125,8900000
1758,9504,JPY,CHUGOKU ELECTRIC POWER CO,14019108,JP3522200009,-1.365,1.275,3100000
1759,9505,JPY,HOKURIKU ELECTRIC POWER CO,14019115,JP3845400005,-1.002,0.912,1900000
1760,9506,JPY,TOHOKU ELECTRIC POWER CO INC,14019118,JP3605400005,-1.005,0.915,6800000
1761,9507,JPY,SHIKOKU ELECTRIC POWER CO,14019120,JP3350800003,-1.365,1.275,1800000
1762,9508,JPY,KYUSHU ELECTRIC POWER CO INC,14019125,JP3246400000,-1.365,1.275,6200000
1763,9509,JPY,HOKKAIDO ELECTRIC POWER CO,14019130,JP3850200001,-1.03,0.94,3500000
1764,9511,JPY,OKINAWA ELECTRIC POWER CO,14032623,JP3194700005,-1.1025,1.0125,450000
1765,9513,JPY,ELECTRIC POWER DEVELOPMENT C,31916064,JP3551200003,-1.1025,1.0125,2900000
1766,9514,JPY,EF-ON INC,47383952,JP3802140008,-1.885,1.795,100000
1767,9517,JPY,EREX CO LTD,173949754,JP3130830007,-5.336,5.246,150000
1768,9519,JPY,RENOVA INC,263026022,JP3981200003,-6.725,6.635,45000
1769,9531,JPY,TOKYO GAS CO LTD,13906095,JP3573000001,-1.015,0.925,5300000
1770,9532,JPY,OSAKA GAS CO LTD,13906097,JP3180400008,-1.03,0.94,5000000
1771,9533,JPY,TOHO GAS CO LTD,14019135,JP3600200004,-1.037,0.947,1500000
1772,9534,JPY,HOKKAIDO GAS CO LTD,14019138,JP3847000001,-1.783,1.693,65000
1773,9535,JPY,HIROSHIMA GAS CO LTD,14032625,JP3796200008,-1.051,0.961,200000
1774,9536,JPY,SAIBU GAS CO LTD,14019143,JP3311600005,-1.029,0.939,100000
1775,9543,JPY,SHIZUOKA GAS CO LTD,47211417,JP3351150002,-1.025,0.935,1200000
1776,9551,JPY,METAWATER CO LTD,173803209,JP3921260000,-0.986,0.896,150000
1777,9600,JPY,I-NET CORP,14032645,JP3105010007,-1.086,0.996,75000
1778,9601,JPY,SHOCHIKU CO LTD,14019144,JP3362800009,-1.339,1.249,15000
1779,9602,JPY,TOHO CO LTD,14019149,JP3598600009,-1.025,0.935,1600000
1780,9603,JPY,H I S CO LTD,46119382,JP3160740001,-1.086,0.996,350000
1781,9605,JPY,TOEI CO LTD,13906100,JP3560000006,-1.009,0.919,100000
1782,9613,JPY,NTT DATA CORP,13906107,JP3165700000,-1.1025,1.0125,9500000
1783,9616,JPY,KYORITSU MAINTENANCE CO LTD,14019164,JP3253900009,-5.665,5.575,400000
1784,9619,JPY,ICHINEN HOLDINGS CO LTD,47211429,JP3142100001,-0.984,0.894,150000
1785,9621,JPY,CTI ENGINEERING CO LTD,14019173,JP3281900005,-1.005,0.915,150000
1786,9622,JPY,SPACE CO LTD,14032657,JP3400050005,-1.182,1.092,40000
1787,9624,JPY,CHODAI CO LTD,14032660,JP3527600005,-3.804,3.714,65000
1788,9627,JPY,AIN HOLDINGS INC,112131163,JP3105250009,-1.013,0.923,600000
1789,9628,JPY,SAN HOLDINGS INC,14019178,JP3286300003,-1.043,0.953,55000
1790,9629,JPY,PCA CORPORATION,14032667,JP3801500004,-3.84,3.75,10000
1791,9631,JPY,TOKYU RECREATION CO LTD,14032670,JP3569800000,-5.84,5.75,5000
1792,9632,JPY,SUBARU ENTERPRISE CO LTD,14019183,JP3399800006,-6.1319,6.0419,3000
1793,9633,JPY,TOKYO THEATRES CO INC,14019185,JP3584200004,-2.522,2.432,15000
1794,9639,JPY,SANKYO FRONTIER CO LTD,131087598,JP3328200005,-1.908,1.818,20000
1795,9658,JPY,BUSINESS BRAIN SHOWA-OTA INC,131086059,JP3800300000,-1.739,1.649,10000
1796,9671,JPY,YOMIURI LAND CO LTD,14019214,JP3960200008,-1.34,1.25,20000
1797,9672,JPY,TOKYOTOKEIBA CO LTD,14019216,JP3586600003,-1.365,1.275,150000
1798,9675,JPY,JOBAN KOSAN CO LTD,14019221,JP3393400001,-3.7275,3.6375,15000
1799,9678,JPY,KANAMOTO CO LTD,14019226,JP3215200001,-1.063,0.973,800000
1800,9681,JPY,TOKYO DOME CORP,13906110,JP3587600002,-1.1025,1.0125,1100000
1801,9682,JPY,DTS CORP,14019231,JP3548500002,-1.033,0.943,1700000
1802,9684,JPY,SQUARE ENIX HOLDINGS CO LTD,14019235,JP3164630000,-1.027,0.937,1900000
1803,9692,JPY,COMPUTER ENGINEER &amp; CONSULT,14019238,JP3346200003,-1.069,0.979,300000
1804,9697,JPY,CAPCOM CO LTD,14019244,JP3218900003,-1.039,0.949,2700000
1805,9699,JPY,NISHIO RENT ALL CO LTD,131085844,JP3657500009,-0.986,0.896,450000
1806,9702,JPY,ISB CORPORATION,48903738,JP3100700008,-2.388,2.298,20000
1807,9706,JPY,JAPAN AIRPORT TERMINAL CO,14019261,JP3699400002,-1.4449,1.3549,850000
1808,9707,JPY,UNIMAT RETIREMENT COMMUNITY,131087520,JP3230800009,-4.84,4.75,10000
1809,9715,JPY,TRANS COSMOS INC,14019264,JP3635700002,-1.027,0.937,550000
1810,9716,JPY,NOMURA CO LTD,14032715,JP3762400004,-1.6275,1.5375,1300000
1811,9717,JPY,JASTEC CO LTD,14032718,JP3388400008,-1.04,0.95,150000
1812,9719,JPY,SCSK CORP,14019269,JP3400400002,-1.02,0.93,1200000
1813,9722,JPY,FUJITA KANKO INC,14019274,JP3816800001,-2.386,2.296,30000
1814,9726,JPY,KNT-CT HOLDINGS CO LTD,14019279,JP3260400001,-1.208,1.118,200000
1815,9728,JPY,NIPPON KANZAI CO LTD,47211444,JP3695000004,-1.064,0.974,200000
1816,9729,JPY,TOKAI CORP-GIFU,112131166,JP3552250007,-0.994,0.904,400000
1817,9735,JPY,SECOM CO LTD,13906115,JP3421800008,-1.035,0.945,2700000
1818,9739,JPY,NIPPON SYSTEMWARE CO LTD,14019298,JP3712500002,-1.365,1.275,150000
1819,9740,JPY,CENTRAL SECURITY PATROLS CO,14032725,JP3425400003,-1.1025,1.0125,30000
1820,9742,JPY,INES CORP,14019304,JP3105000008,-0.967,0.877,500000
1821,9743,JPY,TANSEISHA CO LTD,14019309,JP3472200009,-1.1308,1.0408,500000
1822,9744,JPY,MEITEC CORP,14019315,JP3919200000,-0.986,0.896,850000
1823,9746,JPY,TKC CORP,14019318,JP3539400006,-1.037,0.947,150000
1824,9749,JPY,FUJI SOFT INC,14019324,JP3816600005,-1.019,0.929,550000
1825,9755,JPY,OYO CORP,14019341,JP3174600001,-1.2337,1.1437,350000
1826,9757,JPY,FUNAI SOKEN HOLDINGS INC,47602529,JP3825800000,-1.014,0.924,500000
1827,9759,JPY,NSD CO LTD,14019347,JP3712600000,-1.105,1.015,550000
1828,9760,JPY,SHINGAKUKAI HOLDINGS CO LTD,47211389,JP3371900006,-1.015,0.925,55000
1829,9761,JPY,TOKAI LEASE CO LTD,14032735,JP3566200006,-4.957,4.867,15000
1830,9766,JPY,KONAMI HOLDINGS CORP,14019353,JP3300200007,-1.049,0.959,1900000
1831,9769,JPY,GAKKYUSHA CO LTD,131084495,JP3235400003,-1.069,0.979,15000
1832,9783,JPY,BENESSE HOLDINGS INC,14019360,JP3835620000,-0.999,0.909,1700000
1833,9787,JPY,AEON DELIGHT CO LTD,14019370,JP3389700000,-1.082,0.992,650000
1834,9788,JPY,NAC CO LTD,14019375,JP3651020004,-0.999,0.909,100000
1835,9790,JPY,FUKUI COMPUTER HOLDINGS INC,37926693,JP3803800006,-1.638,1.548,150000
1836,9792,JPY,NICHIIGAKKAN CO LTD,14032759,JP3660900006,-3.983,3.893,800000
1837,9793,JPY,DAISEKI CO LTD,14019377,JP3485600005,-1.365,1.275,600000
1838,9795,JPY,STEP CO LTD,112131151,JP3399700008,-1.033,0.943,35000
1839,9810,JPY,NIPPON STEEL TRADING CORP,14032770,JP3681000000,-1.037,0.947,450000
1840,9824,JPY,SENSHU ELECTRIC CO LTD,47211400,JP3424400004,-1.64,1.55,70000
1841,9828,JPY,GENKI SUSHI CO LTD,14032781,JP3282800006,-1.654,1.564,60000
1842,9830,JPY,TRUSCO NAKAYAMA CORP,14019387,JP3635500006,-1.03,0.94,400000
1843,9831,JPY,YAMADA DENKI CO LTD,14019390,JP3939000000,-2.954,2.864,>10000000
1844,9832,JPY,AUTOBACS SEVEN CO LTD,14019395,JP3172500005,-1.002,0.912,1000000
1845,9837,JPY,MORITO CO LTD,131082958,JP3926200001,-2.337,2.247,150000
1846,9842,JPY,ARC LAND SAKAMOTO CO LTD,46032751,JP3100100001,-1.007,0.917,1000000
1847,9843,JPY,NITORI HOLDINGS CO LTD,31676934,JP3756100008,-0.99,0.9,950000
1848,9845,JPY,PARKER CORP,47211411,JP3780000000,-4.24,4.15,45000
1849,9856,JPY,KU HOLDINGS CO LTD,14032796,JP3277300004,-1.895,1.805,90000
1850,9861,JPY,YOSHINOYA HOLDINGS CO LTD,14019410,JP3958000006,-4.515,4.425,25000
1851,9869,JPY,KATO SANGYO CO LTD,14032805,JP3213300001,-1.063,0.973,650000
1852,9873,JPY,KFC HOLDINGS JAPAN LTD,14032810,JP3702200001,-5.814,5.724,30000
1853,9880,JPY,INNOTECH CORP,49924801,JP3147800001,-0.965,0.875,200000
1854,9882,JPY,YELLOW HAT LTD,14019421,JP3131350005,-0.961,0.871,900000
1855,9887,JPY,MATSUYAFOODS HOLDINGS CO LTD,14019425,JP3869800007,-1.014,0.924,50000
1856,9889,JPY,JBCC HOLDINGS INC,14019428,JP3746800006,-1.365,1.275,250000
1857,9896,JPY,JK HOLDINGS CO LTD,14032827,JP3389570007,-1.044,0.954,200000
1858,9900,JPY,SAGAMI HOLDINGS CORP,14019435,JP3316200009,-2.94,2.85,10000
1859,9902,JPY,NICHIDEN CORP,37982906,JP3661950000,-1.027,0.937,100000
1860,9919,JPY,KANSAI SUPER MARKET LTD.,49644977,JP3227900002,-2.46,2.37,55000
1861,9928,JPY,MIROKU JYOHO SERVICE CO LTD,14032855,JP3910700008,-2.73,2.64,85000
1862,9932,JPY,SUGIMOTO &amp; CO LTD,47211414,JP3397050000,-2.1525,2.0625,150000
1863,9934,JPY,INABA DENKI SANGYO CO LTD,14019450,JP3146200005,-0.985,0.895,500000
1864,9936,JPY,OHSHO FOOD SERVICE CORP,131087547,JP3174300008,-0.998,0.908,150000
1865,9943,JPY,COCO'S JAPAN CO LTD,131087821,JP3297350005,-4.879,4.789,15000
1866,9945,JPY,PLENUS CO LTD,44237723,JP3833700002,-2.173,2.083,300000
1867,9946,JPY,MINISTOP CO LTD,14019456,JP3905950006,-1.074,0.984,100000
1868,9948,JPY,ARCS CO LTD,46126391,JP3968600001,-1.074,0.984,1200000
1869,9956,JPY,VALOR HOLDINGS CO LTD,46126392,JP3778400006,-1.026,0.936,950000
1870,9960,JPY,TOTECH CORP,131083865,JP3595300009,-3.293,3.203,15000
1871,9962,JPY,MISUMI GROUP INC,14019473,JP3885400006,-1.365,1.275,4100000
1872,9974,JPY,BELC CO LTD,49304783,JP3835700000,-1.086,0.996,50000
1873,9982,JPY,TAKIHYO CO LTD,47211378,JP3462100003,-1.139,1.049,15000
1874,9983,JPY,FAST RETAILING CO LTD,14019486,JP3802300008,-1.3409,1.2509,600000
1875,9984,JPY,SOFTBANK GROUP CORP,14019490,JP3436100006,-0.991,0.901,>10000000
1876,9986,JPY,ZAOH COMPANY LTD,44236054,JP3345700003,-1.072,0.982,15000
1877,9987,JPY,SUZUKEN CO LTD,14019495,JP3398000004,-0.978,0.888,1400000
1878,9989,JPY,SUNDRUG CO LTD,14032878,JP3336600006,-1.023,0.933,2000000
1879,9991,JPY,GECOSS CORP,14019496,JP3225500002,-0.975,0.885,200000
1880,9994,JPY,YAMAYA CORP,47211384,JP3943800007,-1.34,1.25,80000
1881,9995,JPY,GLOSEL CO LTD,131087654,JP3130600004,-2.84,2.75,90000
1882,9997,JPY,BELLUNA CO LTD,14019501,JP3835650007,-1.6275,1.5375,950000
